2012,09,14.4,8.2,0.2
2012,10,22.6,9.4,0.2
2012,11,58.8,22.2,0.4
2012,12,40.4,13.4,0.4
2013,01,54.6,23.2,1.2
2013,02,444.0,165.8,1.2
2013,03,238.4,60.0,0.4
2013,04,329.8,69.0,0.2
2013,05,102.4,38.8,0.4
2013,06,199.6,58.6,0.2
2013,07,17.8,3.6,0.6
2013,08,58.6,14.4,0.6
2013,09,6.8,3.6,0.6
2013,10,33.8,13.2,0.4
2013,11,40.6,26.8,0.6
2013,12,210.6,52.2,0.4
2014,01,90.2,21.2,0.4
2014,02,338.6,72.4,0.6
2014,03,487.8,69.0,0.4
2014,04,334.8,102.6,0.6
2014,05,370.4,145.2,0.2
2014,06,116.0,28.6,0.6
2014,07,79.2,27.8,0.4
2014,08,26.6,6.6,0.4
2014,09,32.0,13.8,0.2
2014,10,6.8,3.0,0.2
2014,11,8.0,4.8,1.2
2014,12,9.4,3.2,0.4
2015,01,85.2,66.6,0.6
2015,02,324.4,68.8,2.2
2015,03,702.4,243.2,2.0
2015,04,288.6,114.4,1.2
2015,05,79.2,28.4,1.0
2015,06,26.6,9.4,1.2
2015,07,206.2,43.6,1.2
2015,08,22.8,5.0,1.0
2015,09,10.0,7.2,2.8
2015,10,22.8,13.8,1.0
2015,11,71.6,12.4,1.2
2015,12,89.6,25.6,1.2
2016,01,383.4,83.6,1.0
2016,02,111.4,31.8,1.0
2016,03,148.2,59.8,1.0
2016,04,310.4,69.4,1.2
2016,05,148.6,35.8,1.0
2016,06,223.6,116.0,1.2
2016,07,77.2,23.0,2.2
2016,08,135.8,69.0,2.4
2016,09,39.2,7.8,1.0
2016,10,89.8,30.2,1.2
2016,11,12.8,5.4,1.8
2016,12,17.0,8.2,1.8
2017,01,180.6,89.6,1.4
2017,02,380.6,69.8,1.2
